title,company,location,skills,Type,Duration,experience_level,salary,date_posted
Customer Service - Financial Background,oworkers -,"Maadi, Cairo, Egypt ","['customer care', 'customer service', 'customer support', 'financial', 'wealth management', 'financial services', 'finance']",On-site,Full Time,Entry Level,Confidential,1 day ago
Billers Acquisition Senior Specialist,Khales -,"Giza, Egypt ","['commercial sales', 'commercial management']",On-site,Full Time,Experienced,Confidential,1 day ago
New Products Senior Developer (Pharmacist),EVA Cosmetics   -,"6th of October, Giza, Egypt ","['business development', 'pharmacy', 'pharmaceutical', 'cosmetics']",On-site,Full Time,Experienced,Confidential,1 day ago
Audit Accountant,RITZY Developments -,"Damietta, Egypt ","['accounting', 'auditing', 'finance', 'financial analysis']",On-site,Full Time,Experienced,Confidential,1 day ago
Graduate Internship: Enterprise Software Engineering,eT3 - Tomorrow Information Technology -,"New Cairo, Cairo, Egypt ","['computer science', 'software engineering', 'software development', 'big data analytics', 'system integration', 'information technology (it)', 'computer engineering', 'front-end development', 'front-end web development']",Hybrid,Internship,Entry Level,Confidential,1 day ago
Administrative Coordinator,Axios International    -,"Dokki, Giza, Egypt ","['management', 'administration', 'business administration', 'accounting', 'communication', 'customer service', 'data entry', 'microsoft office', 'ms office']",On-site,Full Time,Entry Level,Confidential,1 day ago
Senior I&C Systems Installations Engineer,Confidential -,"Cairo, Egypt ","['control systems', 'cable laying', 'telecommunication systems', 'fire and gas systems', 'communication engineering', 'mechatronics engineering', 'communication']",On-site,Full Time,Experienced,Confidential,1 day ago
Senior Electrical Installations Engineer,Confidential -,"Cairo, Egypt ","['power station', 'cable laying', 'switchgear', 'electrical equipment', 'electrical power', 'electrical installation', 'electrical installations']",On-site,Full Time,Experienced,Confidential,1 day ago
Team leader - Arabic Sales Account,Etisalat Egypt -,"Nasr City, Cairo, Egypt ","['customer care', 'call center', 'customer service', 'leadership', 'information technology (it)', 'management', 'sales', 'communication', 'sales target']",On-site,Full Time,Manager,Confidential,1 day ago
Senior Talent Acquisition Specialist (Healthcare),Cairoscan -,"Mohandessin, Giza, Egypt ","['human resources', 'talent', 'recruitment', 'recruiting', 'talent acquisition', 'interviewing', 'human resources (hr)', 'management', 'human resources management']",On-site,Full Time,Experienced,Confidential,1 day ago
Azure Administrator,Confidential -,"Maadi, Cairo, Egypt ","['azure', 'computer science', 'information technology (it)', 'linux']",On-site,Full Time,Entry Level,Confidential,1 day ago
Modern Trade Sales Representative,Solo Soft for hygienic paper -,"6th of October, Giza, Egypt ","['modern trade', 'sales']",On-site,Full Time,Experienced,Confidential,1 day ago
HR & Employees Relations Specialist,Seasons Country Club -,"Haram, Giza, Egypt ","['human resources (hr)', 'personnel', 'employee relations', 'administration', 'hr']",On-site,Full Time,Entry Level,Confidential,1 day ago
Administrative Executive,Orvanta Projects -,"Cairo, Egypt ","['administration', 'office management', 'operations management', 'microsoft office', 'business administration', 'digital marketing']",On-site,Full Time,Entry Level,Confidential,1 day ago
Architecture Technical Office Engineer,El Mansour Development  -,"Mokattam, Cairo, Egypt ","['architecture', 'autocad', 'engineering', 'microsoft office', 'technical office', 'contracting', 'construction', 'projects']",On-site,Full Time,Experienced,Confidential,1 day ago
Business Developer,Mr. Beard -,"Nasr City, Cairo, Egypt ","['sales', 'b2b sales', 'b2b', 'b2b marketing', 'business development', 'communication', 'corporate sales']",On-site,Full Time,Experienced,Confidential,1 day ago
Business Development Assistant,Orvanta Projects -,"Cairo, Egypt ","['sales target', 'development', 'market research', 'marketing', 'online marketing', 'internet marketing', 'web marketing']",On-site,Full Time,Entry Level,Confidential,1 day ago
Construction Manager,El Mansour Development  -,"Mokattam, Cairo, Egypt ","['civil engineering', 'construction', 'engineering', 'project management', 'projects', 'project', 'safety']",On-site,Full Time,Manager,Confidential,1 day ago
Mechanical Technical Office Engineer,El Mansour Development  -,"Mokattam, Cairo, Egypt ","['autocad', 'engineering', 'mechanical', 'mechanical engineering', 'microsoft office', 'technical office', 'construction', 'hvac']",On-site,Full Time,Experienced,Confidential,1 day ago
Administration & Fleet Supervisor,Alestesmaria Holding Company  -,"New Cairo, Cairo, Egypt ","['administration', 'fleet management', 'fleet maintenance']",On-site,Full Time,Experienced,Confidential,1 day ago
General Accounting Analyst,Confidential -,"Cairo, Egypt ","['accounting', 'financial analysis', 'general accounting', 'cost control', 'budget management', 'tax accounting']",On-site,Full Time,Entry Level,Confidential,1 day ago
Human Resource Business Partner,Confidential -,"6th of October, Giza, Egypt ","['administration', 'hr', 'management', 'recruitment', 'human resources (hr)', 'business administration', 'microsoft office', 'employee relations']",On-site,Full Time,Experienced,Confidential,1 day ago
Civil Planning Engineer,Confidential -,"Mokattam, Cairo, Egypt ","['civil engineering', 'engineering', 'planning', 'construction', 'architecture', 'management', 'project', 'projects']",On-site,Full Time,Experienced,Confidential,1 day ago
Recruitment Specialist,healthy corner -,"Cairo, Egypt ","['human resources (hr)', 'microsoft office', 'recruitment', 'personnel', 'administration', 'business administration', 'hr', 'human resources']",On-site,Full Time,Experienced,Confidential,1 day ago
Assistant accountant,Gazelle Envelope Manufacturers   -,"6th of October, Giza, Egypt ","['accounts receivable', 'accounts payable', 'financial reporting', 'data entry', 'bank reconciliation', 'erp software', 'microsoft excel']",On-site,Full Time,Experienced,Confidential,1 day ago
Senior Logistics Specalist,ForeFront Trading and Export  -,"Nasr City, Cairo, Egypt ","['logistics', 'time management', 'negotiation', 'supply chain management', 'inventory control', 'freight forwarding', 'customs regulations', 'problem solving']",On-site,Full Time,Experienced,Confidential,1 day ago
Outdoor Sales Executive,ELSAFA TRADING COMPANY -,"Suez, Egypt ","['outdoor sales', 'sales', 'sales target', 'customer service', 'communication', 'b2b sales', 'engineering', 'management', 'negotiation']",Hybrid,Full Time,Experienced,Confidential,1 day ago
Telesales Inbound Specialist - American Account,RISEUP (Endemag for Administrative Skills Development) -,"Sheraton, Cairo, Egypt ","['customer care', 'customer support', 'sales', 'customer service', 'telesales']",On-site,Full Time,Entry Level,Confidential,1 day ago
Sales Inbound Specialist - US Account,RISEUP (Endemag for Administrative Skills Development) -,"Sheraton, Cairo, Egypt ","['customer care', 'customer support', 'sales', 'customer service', 'telesales', 'sales target']",On-site,Full Time,Entry Level,Confidential,1 day ago
Electrical Sales Executive,Kandil Industries -,"New Cairo, Cairo, Egypt ","['customer service', 'sales', 'negotiation', 'communication', 'sales target', 'selling', 'sales field']",On-site,Full Time,Experienced,Confidential,1 day ago
Brand Manager (Foods Background),Confidential -,"6th of October, Giza, Egypt ","['advertising', 'branding', 'manufacturing', 'market research', 'marketing', 'operations management', 'customer service excellence']",On-site,Full Time,Manager,Confidential,1 day ago
IT Specialist,Statements Consulting -,"Nasr City, Cairo, Egypt ","['computer science', 'information technology (it)', 'technical support', 'helpdesk']",On-site,Full Time,Entry Level,Confidential,1 day ago
Logistics Specialist,CSCEC International Facade Egypt Co Ltd -,"Ain Sokhna, Suez, Egypt ","['1. responsible for applying for import and export licenses and acid applications, and collecting and submitting all customs clearance documents;', '2. participate in the procurement of customs clearance services, and handle liaison and settlement with customs clearance companies;', 'logistics', '3. responsible for price comparison and inquiry for sea freight and customs clearance, and consultation on customs duties and value-added tax in third countries, as well as customs code lookup and trade policy consultation;', '4. responsible for liaison with customs and tax authorities.', '5.port/warehouse/site ppe： always wear safety helmet, steel-toe boots, and reflective vest when visiting ports, customs warehouses, or project sites；wear dust masks when inspecting inside containers or closed trucks.', '6.incident & abnormality reporting： in case of cargo damage, loss, or traffic accidents, secure scene, take photos for evidence, and report to supervisor within 1 hour；record and report all near-misses (e.g., cargo tilting, damaged packaging).']",On-site,Full Time,Experienced,Confidential,1 day ago
English Supervisor For Primary Stage ( National Section),Manhattan Schools -,"Cairo, Egypt ","['english teaching', 'teaching']",On-site,Full Time,Experienced,Confidential,1 day ago
Logistics Manager,Confidential -,"Cairo, Egypt ","['logistics', 'supply chain', 'administration', 'business administration', 'engineering', 'management', 'planning', 'purchasing', 'supply']",On-site,Full Time,Manager,Confidential,1 day ago
Designer (Construction & Facade & Aluminum Window Design),CSCEC International Facade Egypt Co Ltd -,"Ain Sokhna, Suez, Egypt ","['autocad', '3d modeling', 'autodesk 3ds max', '3ds max', 'microsoft office', 'microsoft excel', 'microsoft word']",On-site,Full Time,Experienced,Confidential,1 day ago
HSE Engineer,CSCEC International Facade Egypt Co Ltd -,"Ain Sokhna, Suez, Egypt ","['hse management', 'osha', 'firefighting system', 'hse specialist certificate']",On-site,Full Time,Experienced,Confidential,1 day ago
IT Support Specialist,La Poire -,"Basatin, Cairo, Egypt ","['customer support', 'helpdesk', 'communication', 'computer science', 'computer systems', 'customer service', 'information technology (it)']",On-site,Full Time,Entry Level,Confidential,1 day ago
Quality Inspection Engineer,CSCEC International Facade Egypt Co Ltd -,"Ain Sokhna, Suez, Egypt ","['microsoft office', 'quality assurance', 'quality control', 'facade inspection', 'technical documentation', 'problem solving', 'attention to detail', 'root cause analysis', 'inspection procedures']",On-site,Full Time,Experienced,Confidential,1 day ago
Internship to Permanent Operations Support Specialist,Assist Group Limited  -,"Dokki, Giza, Egypt ","['business english', 'customer service', 'customer support', 'operations support', 'customer care', 'communication skills', 'problem-solving']",On-site,Internship,Entry Level,Confidential,1 day ago
Junior Architect Supervision,PAVILLION ARCHITECTS -,"Cairo, Egypt ","['architecture', 'site supervision', 'site management', 'site work', 'site engineering', 'architectural engineering', 'architectural design', 'autocad']",On-site,Full Time,Entry Level,Confidential,1 day ago
Warehouse Manager,Red Sea Shipyard -,"Red Sea, Egypt ","['logistics', 'supply chain', 'warehousing', 'inventory management', 'warehousing management', 'warehouse management system', 'shipbuilding']",On-site,Full Time,Manager,Confidential,1 day ago
Head of Offline Sales & Marketing,Confidential -,"Giza, Giza, Egypt ","['sales', 'marketing', 'retail management system (rms)', 'retail business', 'retail sales', 'retail operations', 'retail marketing']",On-site,Full Time,Manager,Confidential,1 day ago
Website Manager,Confidential -,"Giza, Giza, Egypt ","['digital marketing', 'marketing', 'social media', 'seo', 'e-marketing', 'ecommerce', 'web marketing']",On-site,Full Time,Manager,Confidential,1 day ago
Assistant Store Keeper,Pyramakerz -,"Basatin, Cairo, Egypt ","['warehousing', 'storekeeping']",On-site,Full Time,Entry Level,Confidential,2 days ago
Site Engineer,Contra PMC -,"Cairo, Egypt ","['construction engineering', 'site engineering', 'construction management', 'site supervision', 'technical drawing interpretation', 'project coordination', 'quality assurance', 'problem-solving', 'communication']",On-site,Full Time,Experienced,Confidential,2 days ago
Digital Marketing Manager,Confidential -,"Giza, Egypt ","['digital marketing', 'social media', 'e-marketing', 'media buying', 'social media strategy', 'marketing', 'content marketing']",On-site,Full Time,Manager,Confidential,2 days ago
Content & Media creator,Coccarohome -,"Mohandessin, Giza, Egypt ","['graphic design', 'social media', 'content creation', 'design', 'creative', 'digital marketing', 'marketing']",On-site,Internship,Entry Level,Confidential,2 days ago
Branch Manager (Female Only),Martina Beauty house ( beauty center) -,"New Cairo, Cairo, Egypt ","['branch management', 'customer service', 'sales', 'administration', 'operations management', 'english', 'coaching']",On-site,Full Time,Experienced,Confidential,2 days ago
Sales Manager – Steel Division,Red Sea Shipyard -,"Cairo, Egypt ","['engineering', 'sales', 'sales target', 'steel', 'outdoor sales', 'sales management', 'steel industry']",On-site,Full Time,Manager,Confidential,2 days ago
Water Treatment Service Engineer,Pure Water Resources -,"Cairo, Egypt ","['chemistry', 'water treatment', 'communication', 'engineering', 'sales']",On-site,Full Time,Entry Level,Confidential,2 days ago
